row_id,case_id,turn,rule_id,before,after,ai_action,ai_issue_type
3861,q1samp_00208,12,R10,TRUE,NA,exclude,applicability_true_should_na
8182,q1samp_00338,7,R10,TRUE,NA,exclude,applicability_true_should_na
7787,q1samp_00334,4,R10,TRUE,NA,exclude,applicability_true_should_na
3213,q1samp_00190,5,R10,TRUE,NA,exclude,applicability_true_should_na
2751,q1samp_00163,15,R10,TRUE,NA,exclude,applicability_true_should_na
3381,q1samp_00186,9,R10,TRUE,NA,exclude,applicability_true_should_na
5758,q1samp_00270,9,R10,TRUE,NA,exclude,applicability_true_should_na
920,q1samp_00094,8,R10,TRUE,NA,exclude,applicability_true_should_na
3807,q1samp_00206,9,R10,TRUE,NA,exclude,applicability_true_should_na
3849,q1samp_00208,8,R10,TRUE,NA,exclude,applicability_true_should_na
3639,q1samp_00197,14,R10,TRUE,NA,exclude,applicability_true_should_na
6252,q1samp_00284,4,R10,TRUE,NA,exclude,applicability_true_should_na
7589,q1samp_00317,13,R10,TRUE,NA,exclude,applicability_true_should_na
2406,q1samp_00166,1,R10,TRUE,NA,exclude,applicability_true_should_na
4162,q1samp_00225,4,R10,TRUE,NA,exclude,applicability_true_should_na
2498,q1samp_00159,8,R10,TRUE,NA,exclude,applicability_true_should_na
7944,q1samp_00327,2,R07,TRUE,NA,exclude,applicability_true_should_na
5484,q1samp_00261,15,R07,TRUE,NA,exclude,applicability_true_should_na
7692,q1samp_00318,3,R07,TRUE,NA,exclude,applicability_true_should_na
5642,q1samp_00262,11,R07,TRUE,NA,exclude,applicability_true_should_na
2239,q1samp_00156,5,R07,TRUE,NA,exclude,applicability_true_should_na
3347,q1samp_00193,8,R07,TRUE,NA,exclude,applicability_true_should_na
2686,q1samp_00162,14,R07,TRUE,NA,exclude,applicability_true_should_na
3830,q1samp_00208,2,R07,TRUE,NA,exclude,applicability_true_should_na
7724,q1samp_00318,11,R07,TRUE,NA,exclude,applicability_true_should_na
4734,q1samp_00239,1,R07,TRUE,NA,exclude,applicability_true_should_na
